# #initialSiteID,finalSiteID,s_x[ang.],s_y[ang.],s_z[ang.],freq[Hz]
1,2,0.0000000001,4.0000000000,0.0000000001,2.0896518617e+11
1,8,0.0000000001,-4.0000000000,0.0000000001,2.0896518617e+11
1,9,4.0000000000,0.0000000001,0.0000000001,2.0896518617e+11
1,57,-4.0000000000,0.0000000001,0.0000000001,2.0896518617e+11
2,1,0.0000000001,-4.0000000000,0.0000000001,2.0896518617e+11
2,3,0.0000000001,4.0000000000,0.0000000001,2.0896518617e+11
2,10,4.0000000000,0.0000000001,0.0000000001,2.0896518617e+11
2,58,-4.0000000000,0.0000000001,0.0000000001,2.0896518617e+11
3,2,0.0000000001,-4.0000000000,0.0000000001,2.0896518617e+11
3,4,0.0000000001,4.0000000000,0.0000000001,2.0896518617e+11
3,11,4.0000000000,0.0000000001,0.0000000001,2.0896518617e+11
3,59,-4.0000000000,0.0000000001,0.0000000001,2.0896518617e+11
4,3,0.0000000001,-4.0000000000,0.0000000001,2.0896518617e+11
4,5,0.0000000001,4.0000000000,0.0000000001,2.0896518617e+11
4,12,4.0000000000,0.0000000001,0.0000000001,2.0896518617e+11
4,60,-4.0000000000,0.0000000001,0.0000000001,2.0896518617e+11
5,4,0.0000000001,-4.0000000000,0.0000000001,2.0896518617e+11
5,6,0.0000000001,4.0000000000,0.0000000001,2.0896518617e+11
5,13,4.0000000000,0.0000000001,0.0000000001,2.0896518617e+11
5,61,-4.0000000000,0.0000000001,0.0000000001,2.0896518617e+11
6,5,0.0000000001,-4.0000000000,0.0000000001,2.0896518617e+11
6,7,0.0000000001,4.0000000000,0.0000000001,2.0896518617e+11
6,14,4.0000000000,0.0000000001,0.0000000001,2.0896518617e+11
6,62,-4.0000000000,0.0000000001,0.0000000001,2.0896518617e+11
7,6,0.0000000001,-4.0000000000,0.0000000001,2.0896518617e+11
7,8,0.0000000001,4.0000000000,0.0000000001,2.0896518617e+11
7,15,4.0000000000,0.0000000001,0.0000000001,2.0896518617e+11
7,63,-4.0000000000,0.0000000001,0.0000000001,2.0896518617e+11
8,1,0.0000000001,4.0000000000,0.0000000001,2.0896518617e+11
8,7,0.0000000001,-4.0000000000,0.0000000001,2.0896518617e+11
8,16,4.0000000000,0.0000000001,0.0000000001,2.0896518617e+11
8,64,-4.0000000000,0.0000000001,0.0000000001,2.0896518617e+11
9,1,-4.0000000000,0.0000000001,0.0000000001,2.0896518617e+11
9,10,0.0000000001,4.0000000000,0.0000000001,2.0896518617e+11
9,16,0.0000000001,-4.0000000000,0.0000000001,2.0896518617e+11
9,17,4.0000000000,0.0000000001,0.0000000001,2.0896518617e+11
10,2,-4.0000000000,0.0000000001,0.0000000001,2.0896518617e+11
10,9,0.0000000001,-4.0000000000,0.0000000001,2.0896518617e+11
10,11,0.0000000001,4.0000000000,0.0000000001,2.0896518617e+11
10,18,4.0000000000,0.0000000001,0.0000000001,2.0896518617e+11
11,3,-4.0000000000,0.0000000001,0.0000000001,2.0896518617e+11
11,10,0.0000000001,-4.0000000000,0.0000000001,2.0896518617e+11
11,12,0.0000000001,4.0000000000,0.0000000001,2.0896518617e+11
11,19,4.0000000000,0.0000000001,0.0000000001,2.0896518617e+11
12,4,-4.0000000000,0.0000000001,0.0000000001,2.0896518617e+11
12,11,0.0000000001,-4.0000000000,0.0000000001,2.0896518617e+11
12,13,0.0000000001,4.0000000000,0.0000000001,2.0896518617e+11
12,20,4.0000000000,0.0000000001,0.0000000001,2.0896518617e+11
13,5,-4.0000000000,0.0000000001,0.0000000001,2.0896518617e+11
13,12,0.0000000001,-4.0000000000,0.0000000001,2.0896518617e+11
13,14,0.0000000001,4.0000000000,0.0000000001,2.0896518617e+11
13,21,4.0000000000,0.0000000001,0.0000000001,2.0896518617e+11
14,6,-4.0000000000,0.0000000001,0.0000000001,2.0896518617e+11
14,13,0.0000000001,-4.0000000000,0.0000000001,2.0896518617e+11
14,15,0.0000000001,4.0000000000,0.0000000001,2.0896518617e+11
14,22,4.0000000000,0.0000000001,0.0000000001,2.0896518617e+11
15,7,-4.0000000000,0.0000000001,0.0000000001,2.0896518617e+11
15,14,0.0000000001,-4.0000000000,0.0000000001,2.0896518617e+11
15,16,0.0000000001,4.0000000000,0.0000000001,2.0896518617e+11
