# #initialSiteID,finalSiteID,s_x[ang.],s_y[ang.],s_z[ang.],freq[Hz]
1,2,0.0000000001,4.0000000000,0.0000000001,9.6402595283e+10
1,8,0.0000000001,-4.0000000000,0.0000000001,9.6402595283e+10
1,9,4.0000000000,0.0000000001,0.0000000001,9.6402595283e+10
1,57,-4.0000000000,0.0000000001,0.0000000001,9.6402595283e+10
2,1,0.0000000001,-4.0000000000,0.0000000001,9.6402595283e+10
2,3,0.0000000001,4.0000000000,0.0000000001,9.6402595283e+10
2,10,4.0000000000,0.0000000001,0.0000000001,9.6402595283e+10
2,58,-4.0000000000,0.0000000001,0.0000000001,9.6402595283e+10
3,2,0.0000000001,-4.0000000000,0.0000000001,9.6402595283e+10
3,4,0.0000000001,4.0000000000,0.0000000001,9.6402595283e+10
3,11,4.0000000000,0.0000000001,0.0000000001,9.6402595283e+10
3,59,-4.0000000000,0.0000000001,0.0000000001,9.6402595283e+10
4,3,0.0000000001,-4.0000000000,0.0000000001,9.6402595283e+10
4,5,0.0000000001,4.0000000000,0.0000000001,9.6402595283e+10
4,12,4.0000000000,0.0000000001,0.0000000001,9.6402595283e+10
4,60,-4.0000000000,0.0000000001,0.0000000001,9.6402595283e+10
5,4,0.0000000001,-4.0000000000,0.0000000001,9.6402595283e+10
5,6,0.0000000001,4.0000000000,0.0000000001,9.6402595283e+10
5,13,4.0000000000,0.0000000001,0.0000000001,9.6402595283e+10
5,61,-4.0000000000,0.0000000001,0.0000000001,9.6402595283e+10
6,5,0.0000000001,-4.0000000000,0.0000000001,9.6402595283e+10
6,7,0.0000000001,4.0000000000,0.0000000001,9.6402595283e+10
6,14,4.0000000000,0.0000000001,0.0000000001,9.6402595283e+10
6,62,-4.0000000000,0.0000000001,0.0000000001,9.6402595283e+10
7,6,0.0000000001,-4.0000000000,0.0000000001,9.6402595283e+10
7,8,0.0000000001,4.0000000000,0.0000000001,9.6402595283e+10
7,15,4.0000000000,0.0000000001,0.0000000001,9.6402595283e+10
7,63,-4.0000000000,0.0000000001,0.0000000001,9.6402595283e+10
8,1,0.0000000001,4.0000000000,0.0000000001,9.6402595283e+10
8,7,0.0000000001,-4.0000000000,0.0000000001,9.6402595283e+10
8,16,4.0000000000,0.0000000001,0.0000000001,9.6402595283e+10
8,64,-4.0000000000,0.0000000001,0.0000000001,9.6402595283e+10
9,1,-4.0000000000,0.0000000001,0.0000000001,9.6402595283e+10
9,10,0.0000000001,4.0000000000,0.0000000001,9.6402595283e+10
9,16,0.0000000001,-4.0000000000,0.0000000001,9.6402595283e+10
9,17,4.0000000000,0.0000000001,0.0000000001,9.6402595283e+10
10,2,-4.0000000000,0.0000000001,0.0000000001,9.6402595283e+10
10,9,0.0000000001,-4.0000000000,0.0000000001,9.6402595283e+10
10,11,0.0000000001,4.0000000000,0.0000000001,9.6402595283e+10
10,18,4.0000000000,0.0000000001,0.0000000001,9.6402595283e+10
11,3,-4.0000000000,0.0000000001,0.0000000001,9.6402595283e+10
11,10,0.0000000001,-4.0000000000,0.0000000001,9.6402595283e+10
11,12,0.0000000001,4.0000000000,0.0000000001,9.6402595283e+10
11,19,4.0000000000,0.0000000001,0.0000000001,9.6402595283e+10
12,4,-4.0000000000,0.0000000001,0.0000000001,9.6402595283e+10
12,11,0.0000000001,-4.0000000000,0.0000000001,9.6402595283e+10
12,13,0.0000000001,4.0000000000,0.0000000001,9.6402595283e+10
12,20,4.0000000000,0.0000000001,0.0000000001,9.6402595283e+10
13,5,-4.0000000000,0.0000000001,0.0000000001,9.6402595283e+10
13,12,0.0000000001,-4.0000000000,0.0000000001,9.6402595283e+10
13,14,0.0000000001,4.0000000000,0.0000000001,9.6402595283e+10
13,21,4.0000000000,0.0000000001,0.0000000001,9.6402595283e+10
14,6,-4.0000000000,0.0000000001,0.0000000001,9.6402595283e+10
14,13,0.0000000001,-4.0000000000,0.0000000001,9.6402595283e+10
14,15,0.0000000001,4.0000000000,0.0000000001,9.6402595283e+10
14,22,4.0000000000,0.0000000001,0.0000000001,9.6402595283e+10
15,7,-4.0000000000,0.0000000001,0.0000000001,9.6402595283e+10
15,14,0.0000000001,-4.0000000000,0.0000000001,9.6402595283e+10
15,16,0.0000000001,4.0000000000,0.0000000001,9.6402595283e+10
15,23,4.0000000000,0.0000000001,0.0000000001,9.6402595283e+10
16,8,-4.0000000000,0.0000000001,0.0000000001,9.6402595283e+10
16,9,0.0000000001,4.0000000000,0.0000000001,9.6402595283e+10
16,15,0.0000000001,-4.0000000000,0.0000000001,9.6402595283e+10
16,24,4.0000000000,0.0000000001,0.0000000001,9.6402595283e+10
17,9,-4.0000000000,0.0000000001,0.0000000001,9.6402595283e+10
17,18,0.0000000001,4.0000000000,0.0000000001,9.6402595283e+10
17,24,0.0000000001,-4.0000000000,0.0000000001,9.6402595283e+10
17,25,4.0000000000,0.0000000001,0.0000000001,9.6402595283e+10
18,10,-4.0000000000,0.0000000001,0.0000000001,9.6402595283e+10
18,17,0.0000000001,-4.0000000000,0.0000000001,9.6402595283e+10
18,19,0.0000000001,4.0000000000,0.0000000001,9.6402595283e+10
18,26,4.0000000000,0.0000000001,0.0000000001,9.6402595283e+10
19,11,-4.0000000000,0.0000000001,0.0000000001,9.6402595283e+10
19,18,0.0000000001,-4.0000000000,0.0000000001,9.6402595283e+10
19,20,0.0000000001,4.0000000000,0.0000000001,9.6402595283e+10
19,27,4.0000000000,0.0000000001,0.0000000001,9.6402595283e+10
20,12,-4.0000000000,0.0000000001,0.0000000001,9.6402595283e+10
20,19,0.0000000001,-4.0000000000,0.0000000001,9.6402595283e+10
20,21,0.0000000001,4.0000000000,0.0000000001,9.6402595283e+10
20,28,4.0000000000,0.0000000001,0.0000000001,9.6402595283e+10
21,13,-4.0000000000,0.0000000001,0.0000000001,9.6402595283e+10
21,20,0.0000000001,-4.0000000000,0.0000000001,9.6402595283e+10
21,22,0.0000000001,4.0000000000,0.0000000001,9.6402595283e+10
21,29,4.0000000000,0.0000000001,0.0000000001,9.6402595283e+10
22,14,-4.0000000000,0.0000000001,0.0000000001,9.6402595283e+10
22,21,0.0000000001,-4.0000000000,0.0000000001,9.6402595283e+10
22,23,0.0000000001,4.0000000000,0.0000000001,9.6402595283e+10
22,30,4.0000000000,0.0000000001,0.0000000001,9.6402595283e+10
23,15,-4.0000000000,0.0000000001,0.0000000001,9.6402595283e+10
23,22,0.0000000001,-4.0000000000,0.0000000001,9.6402595283e+10
23,24,0.0000000001,4.0000000000,0.0000000001,9.6402595283e+10
23,31,4.0000000000,0.0000000001,0.0000000001,9.6402595283e+10
24,16,-4.0000000000,0.0000000001,0.0000000001,9.6402595283e+10
24,17,0.0000000001,4.0000000000,0.0000000001,9.6402595283e+10
24,23,0.0000000001,-4.0000000000,0.0000000001,9.6402595283e+10
24,32,4.0000000000,0.0000000001,0.0000000001,9.6402595283e+10
25,17,-4.0000000000,0.0000000001,0.0000000001,9.6402595283e+10
25,26,0.0000000001,4.0000000000,0.0000000001,9.6402595283e+10
25,32,0.0000000001,-4.0000000000,0.0000000001,9.6402595283e+10
