2355,1595,1620,1458
2356,1593,1621,1459
2357,1594,1622,1460
2349,1598,1623,1461
2350,1596,1624,1462
2351,1597,1625,1463
2352,1601,1626,1464
2353,1599,1627,1465
2354,1600,1628,1466
2364,1604,1629,1467
2365,1602,1630,1468
2366,1603,1631,1469
2358,1607,1632,1470
2359,1605,1633,1471
2360,1606,1634,1472
2361,1610,1635,1473
2362,1608,1636,1474
2363,1609,1637,1475
2373,1613,1638,1476
2374,1611,1639,1477
2375,1612,1640,1478
2367,1616,1641,1479
2368,1614,1642,1480
2369,1615,1643,1481
2370,1619,1644,1482
2371,1617,1645,1483
2372,1618,1646,1484
2382,1485,1647,1512
2383,1486,1648,1513
2384,1487,1649,1514
2376,1488,1650,1515
2377,1489,1651,1516
2378,1490,1652,1517
2379,1491,1653,1518
2380,1492,1654,1519
2381,1493,1655,1520
2391,1494,1656,1521
2392,1495,1657,1522
2393,1496,1658,1523
2385,1497,1659,1524
2386,1498,1660,1525
2387,1499,1661,1526
2388,1500,1662,1527
2389,1501,1663,1528
2390,1502,1664,1529
2400,1503,1665,1530
2401,1504,1666,1531
2402,1505,1667,1532
2394,1506,1668,1533
2395,1507,1669,1534
2396,1508,1670,1535
2397,1509,1671,1536
2398,1510,1672,1537
2399,1511,1673,1538
2409,1674,1539,1566
2410,1675,1540,1567
2411,1676,1541,1568
2403,1677,1542,1569
2404,1678,1543,1570
2405,1679,1544,1571
2406,1680,1545,1572
2407,1681,1546,1573
2408,1682,1547,1574
2418,1683,1548,1575
2419,1684,1549,1576
2420,1685,1550,1577
2412,1686,1551,1578
2413,1687,1552,1579
2414,1688,1553,1580
2415,1689,1554,1581
2416,1690,1555,1582
2417,1691,1556,1583
2427,1692,1557,1584
2428,1693,1558,1585
2429,1694,1559,1586
2421,1695,1560,1587
2422,1696,1561,1588
2423,1697,1562,1589
2424,1698,1563,1590
2425,1699,1564,1591
2426,1700,1565,1592
1701,1919,1944,1782
1702,1917,1945,1783
1703,1918,1946,1784
1704,1922,1947,1785
1705,1920,1948,1786
1706,1921,1949,1787
1707,1925,1950,1788
1708,1923,1951,1789
1709,1924,1952,1790
1710,1928,1953,1791
1711,1926,1954,1792
1712,1927,1955,1793
1713,1931,1956,1794
1714,1929,1957,1795
1715,1930,1958,1796
1716,1934,1959,1797
1717,1932,1960,1798
1718,1933,1961,1799
1719,1937,1962,1800
1720,1935,1963,1801
1721,1936,1964,1802
1722,1940,1965,1803
1723,1938,1966,1804
1724,1939,1967,1805
1725,1943,1968,1806
1726,1941,1969,1807
1727,1942,1970,1808
1728,1809,1971,1836
1729,1810,1972,1837
1730,1811,1973,1838
1731,1812,1974,1839
1732,1813,1975,1840
1733,1814,1976,1841
1734,1815,1977,1842
1735,1816,1978,1843
1736,1817,1979,1844
1737,1818,1980,1845
1738,1819,1981,1846
1739,1820,1982,1847
1740,1821,1983,1848
1741,1822,1984,1849
1742,1823,1985,1850
1743,1824,1986,1851
1744,1825,1987,1852
1745,1826,1988,1853
1746,1827,1989,1854
1747,1828,1990,1855
1748,1829,1991,1856
1749,1830,1992,1857
1750,1831,1993,1858
1751,1832,1994,1859
1752,1833,1995,1860
1753,1834,1996,1861
1754,1835,1997,1862
1755,1998,1863,1890
1756,1999,1864,1891
1757,2000,1865,1892
1758,2001,1866,1893
1759,2002,1867,1894
1760,2003,1868,1895
1761,2004,1869,1896
1762,2005,1870,1897
1763,2006,1871,1898
1764,2007,1872,1899
1765,2008,1873,1900
1766,2009,1874,1901
1767,2010,1875,1902
1768,2011,1876,1903
1769,2012,1877,1904
1770,2013,1878,1905
1771,2014,1879,1906
1772,2015,1880,1907
1773,2016,1881,1908
1774,2017,1882,1909
1775,2018,1883,1910
1776,2019,1884,1911
1777,2020,1885,1912
1778,2021,1886,1913
1779,2022,1887,1914
1780,2023,1888,1915
1781,2024,1889,1916
2243,2106,2025,2268
2241,2107,2026,2269
2242,2108,2027,2270
2246,2109,2028,2271
2244,2110,2029,2272
2245,2111,2030,2273
2249,2112,2031,2274
2247,2113,2032,2275
2248,2114,2033,2276
2252,2115,2034,2277
2250,2116,2035,2278
2251,2117,2036,2279
2255,2118,2037,2280
2253,2119,2038,2281
2254,2120,2039,2282
2258,2121,2040,2283
2256,2122,2041,2284
2257,2123,2042,2285
2261,2124,2043,2286
2259,2125,2044,2287
2260,2126,2045,2288
2264,2127,2046,2289
2262,2128,2047,2290
2263,2129,2048,2291
2267,2130,2049,2292
2265,2131,2050,2293
2266,2132,2051,2294
2133,2160,2052,2295
2134,2161,2053,2296
2135,2162,2054,2297
2136,2163,2055,2298
2137,2164,2056,2299
2138,2165,2057,2300
2139,2166,2058,2301
2140,2167,2059,2302
2141,2168,2060,2303
2142,2169,2061,2304
2143,2170,2062,2305
2144,2171,2063,2306
2145,2172,2064,2307
2146,2173,2065,2308
2147,2174,2066,2309
2148,2175,2067,2310
2149,2176,2068,2311
2150,2177,2069,2312
2151,2178,2070,2313
2152,2179,2071,2314
2153,2180,2072,2315
2154,2181,2073,2316
2155,2182,2074,2317
2156,2183,2075,2318
2157,2184,2076,2319
2158,2185,2077,2320
2159,2186,2078,2321
2187,2079,2214,2322
2188,2080,2215,2323
2189,2081,2216,2324
2190,2082,2217,2325
2191,2083,2218,2326
2192,2084,2219,2327
2193,2085,2220,2328
2194,2086,2221,2329
2195,2087,2222,2330
2196,2088,2223,2331
2197,2089,2224,2332
2198,2090,2225,2333
2199,2091,2226,2334
2200,2092,2227,2335
2201,2093,2228,2336
2202,2094,2229,2337
2203,2095,2230,2338
2204,2096,2231,2339
2205,2097,2232,2340
2206,2098,2233,2341
2207,2099,2234,2342
2208,2100,2235,2343
2209,2101,2236,2344
2210,2102,2237,2345
2211,2103,2238,2346
2212,2104,2239,2347
2213,2105,2240,2348
5271,4511,4536,4374
5272,4509,4537,4375
5273,4510,4538,4376
5265,4514,4539,4377
5266,4512,4540,4378
5267,4513,4541,4379
5268,4517,4542,4380
5269,4515,4543,4381
5270,4516,4544,4382
5280,4520,4545,4383
5281,4518,4546,4384
5282,4519,4547,4385
5274,4523,4548,4386
5275,4521,4549,4387
5276,4522,4550,4388
5277,4526,4551,4389
5278,4524,4552,4390
5279,4525,4553,4391
5289,4529,4554,4392
5290,4527,4555,4393
5291,4528,4556,4394
5283,4532,4557,4395
5284,4530,4558,4396
5285,4531,4559,4397
5286,4535,4560,4398
5287,4533,4561,4399
5288,4534,4562,4400
5298,4401,4563,4428
5299,4402,4564,4429
5300,4403,4565,4430
5292,4404,4566,4431
5293,4405,4567,4432
5294,4406,4568,4433
5295,4407,4569,4434
5296,4408,4570,4435
5297,4409,4571,4436
5307,4410,4572,4437
5308,4411,4573,4438
5309,4412,4574,4439
5301,4413,4575,4440
5302,4414,4576,4441
5303,4415,4577,4442
5304,4416,4578,4443
5305,4417,4579,4444
5306,4418,4580,4445
5316,4419,4581,4446
5317,4420,4582,4447
5318,4421,4583,4448
5310,4422,4584,4449
5311,4423,4585,4450
5312,4424,4586,4451
5313,4425,4587,4452
5314,4426,4588,4453
5315,4427,4589,4454
5325,4590,4455,4482
5326,4591,4456,4483
5327,4592,4457,4484
5319,4593,4458,4485
5320,4594,4459,4486
5321,4595,4460,4487
5322,4596,4461,4488
5323,4597,4462,4489
5324,4598,4463,4490
5334,4599,4464,4491
5335,4600,4465,4492
5336,4601,4466,4493
5328,4602,4467,4494
5329,4603,4468,4495
5330,4604,4469,4496
5331,4605,4470,4497
5332,4606,4471,4498
5333,4607,4472,4499
5343,4608,4473,4500
5344,4609,4474,4501
5345,4610,4475,4502
5337,4611,4476,4503
5338,4612,4477,4504
5339,4613,4478,4505
5340,4614,4479,4506
5341,4615,4480,4507
5342,4616,4481,4508
4617,4835,4860,4698
4618,4833,4861,4699
4619,4834,4862,4700
4620,4838,4863,4701
4621,4836,4864,4702
4622,4837,4865,4703
4623,4841,4866,4704
4624,4839,4867,4705
